mse_id,snp_id,state,category_l1,match_score,rank
MSE01882,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.6576,1
MSE01883,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.9254,1
MSE01886,SNP008,Kerala,Services,0.8423,1
MSE01888,SNP024,Delhi,Food & Beverage,0.7117,1
MSE01890,SNP007,Odisha,Home & Kitchen,0.8026,1
MSE01891,SNP024,Jharkhand,Food & Beverage,0.8366,1
MSE01892,SNP007,Andhra Pradesh,Fashion,0.8245,1
MSE01893,SNP024,Rajasthan,Food & Beverage,0.8727,1
MSE01897,SNP007,Punjab,Beauty & Personal Care,0.679,1
MSE01898,SNP024,West Bengal,Food & Beverage,0.6567,1
MSE01899,SNP007,Punjab,Beauty & Personal Care,0.7084,1
MSE01903,SNP023,Karnataka,Services,0.8861,1
MSE01904,SNP008,Uttar Pradesh,Services,0.7964,1
MSE01906,SNP007,Andhra Pradesh,Home & Kitchen,0.8722,1
MSE01907,SNP007,Tamil Nadu,Home & Kitchen,0.7685,1
MSE01908,SNP007,Maharashtra,Home & Kitchen,0.7582,1
MSE01909,SNP008,Bihar,Services,0.9378,1
MSE01914,SNP007,Karnataka,Fashion,0.8703,1
MSE01915,SNP007,Rajasthan,Fashion,0.9183,1
MSE01916,SNP008,Haryana,Services,0.7924,1
MSE01917,SNP007,Gujarat,Home & Kitchen,0.8239,1
MSE01919,SNP007,Maharashtra,Home & Kitchen,0.7108,1
MSE01922,SNP024,Maharashtra,Food & Beverage,0.675,1
MSE01923,SNP007,Maharashtra,Fashion,0.7861,1
MSE01925,SNP007,Madhya Pradesh,Fashion,0.6938,1
MSE01927,SNP006,Andhra Pradesh,Handicrafts & Handloom,0.8234,1
MSE01929,SNP024,Andhra Pradesh,Food & Beverage,0.7141,1
MSE01931,SNP007,Odisha,Beauty & Personal Care,0.9278,1
MSE01934,SNP024,Uttar Pradesh,Food & Beverage,0.7354,1
MSE01936,SNP008,Bihar,Services,0.6268,1
MSE01940,SNP006,Assam,Handicrafts & Handloom,0.9104,1
MSE01942,SNP007,Uttar Pradesh,Home & Kitchen,0.9195,1
MSE01943,SNP007,Kerala,Home & Kitchen,0.7731,1
MSE01947,SNP002,Rajasthan,Electronics,0.8429,1
MSE01955,SNP007,Madhya Pradesh,Beauty & Personal Care,0.9357,1
MSE01958,SNP024,Uttarakhand,Food & Beverage,0.7473,1
MSE01959,SNP024,Delhi,Food & Beverage,0.6872,1
MSE01962,SNP006,Tamil Nadu,Handicrafts & Handloom,0.675,1
MSE01963,SNP007,Telangana,Fashion,0.8799,1
MSE01965,SNP006,Assam,Handicrafts & Handloom,0.8701,1
MSE01968,SNP007,Jharkhand,Fashion,0.8789,1
MSE01970,SNP017,Karnataka,Food & Beverage,0.8298,1
MSE01975,SNP024,Uttar Pradesh,Food & Beverage,0.6358,1
MSE01976,SNP023,Karnataka,Services,0.8791,1
MSE01978,SNP007,Bihar,Home & Kitchen,0.8328,1
MSE01982,SNP007,Uttarakhand,Home & Kitchen,0.81,1
MSE01983,SNP004,Bihar,Agriculture,0.623,1
MSE01985,SNP007,Gujarat,Home & Kitchen,0.6364,1
MSE01990,SNP008,Madhya Pradesh,Services,0.827,1
MSE01991,SNP006,Andhra Pradesh,Handicrafts & Handloom,0.9398,1
MSE01992,SNP017,Karnataka,Food & Beverage,0.713,1
MSE01998,SNP006,Tamil Nadu,Handicrafts & Handloom,0.8201,1
MSE01999,SNP004,Tamil Nadu,Agriculture,0.7969,1
MSE02003,SNP006,Rajasthan,Handicrafts & Handloom,0.9324,1
MSE02005,SNP024,Maharashtra,Food & Beverage,0.9035,1
MSE02006,SNP024,Himachal Pradesh,Food & Beverage,0.8743,1
MSE02008,SNP007,Maharashtra,Fashion,0.7758,1
MSE02009,SNP024,Assam,Food & Beverage,0.676,1
MSE02011,SNP024,West Bengal,Food & Beverage,0.7441,1
MSE02013,SNP007,Chhattisgarh,Fashion,0.6556,1
MSE02016,SNP006,Tamil Nadu,Handicrafts & Handloom,0.8154,1
MSE02018,SNP007,Jharkhand,Home & Kitchen,0.9253,1
MSE02019,SNP006,Nagaland,Handicrafts & Handloom,0.6795,1
MSE02020,SNP004,Kerala,Agriculture,0.7462,1
MSE02021,SNP017,Tamil Nadu,Food & Beverage,0.6403,1
MSE02024,SNP007,Tamil Nadu,Beauty & Personal Care,0.6571,1
MSE02026,SNP004,Kerala,Agriculture,0.8362,1
MSE02032,SNP002,Bihar,Electronics,0.7989,1
MSE02033,SNP002,Chhattisgarh,Electronics,0.745,1
MSE02037,SNP024,Andhra Pradesh,Food & Beverage,0.6593,1
MSE02039,SNP017,Kerala,Food & Beverage,0.8278,1
MSE02045,SNP004,Kerala,Agriculture,0.6697,1
MSE02047,SNP007,Karnataka,Fashion,0.6897,1
MSE02052,SNP002,West Bengal,Electronics,0.7955,1
MSE02053,SNP007,Nagaland,Home & Kitchen,0.763,1
MSE02055,SNP007,Himachal Pradesh,Fashion,0.8635,1
MSE02062,SNP020,Gujarat,Agriculture,0.6773,1
MSE02063,SNP018,Delhi,Handicrafts & Handloom,0.6216,1
MSE02064,SNP007,West Bengal,Beauty & Personal Care,0.7872,1
MSE02066,SNP008,Bihar,Services,0.6397,1
MSE02069,SNP007,Madhya Pradesh,Home & Kitchen,0.9352,1
MSE02071,SNP006,Kerala,Handicrafts & Handloom,0.8118,1
MSE02073,SNP024,Andhra Pradesh,Food & Beverage,0.7098,1
MSE02075,SNP002,Punjab,Electronics,0.6837,1
MSE02076,SNP007,Maharashtra,Fashion,0.7104,1
MSE02081,SNP007,Odisha,Fashion,0.7249,1
MSE02083,SNP006,Uttarakhand,Handicrafts & Handloom,0.7293,1
MSE02087,SNP004,Telangana,Food & Beverage,0.7687,1
MSE02090,SNP007,Madhya Pradesh,Home & Kitchen,0.7193,1
MSE02098,SNP017,Karnataka,Food & Beverage,0.6754,1
MSE02100,SNP004,Andhra Pradesh,Agriculture,0.7082,1
MSE02101,SNP023,Telangana,Services,0.6676,1
MSE02105,SNP007,Karnataka,Fashion,0.7655,1
MSE02108,SNP007,Punjab,Beauty & Personal Care,0.8571,1
MSE02110,SNP007,Uttar Pradesh,Beauty & Personal Care,0.8916,1
MSE02114,SNP020,Rajasthan,Services,0.7747,1
MSE02122,SNP007,Uttar Pradesh,Home & Kitchen,0.9291,1
MSE02125,SNP004,Chhattisgarh,Agriculture,0.8035,1
MSE02128,SNP024,Puducherry,Food & Beverage,0.9329,1
MSE02129,SNP024,Andhra Pradesh,Food & Beverage,0.8422,1
MSE02130,SNP007,Chhattisgarh,Fashion,0.7282,1
MSE02133,SNP007,Tamil Nadu,Fashion,0.7761,1
MSE02135,SNP008,Andhra Pradesh,Services,0.9272,1
MSE02139,SNP007,Kerala,Fashion,0.8033,1
MSE02141,SNP007,Karnataka,Home & Kitchen,0.7544,1
MSE02142,SNP006,West Bengal,Handicrafts & Handloom,0.7189,1
MSE02143,SNP025,Uttar Pradesh,Electronics,0.6742,1
MSE02144,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.8429,1
MSE02145,SNP007,Bihar,Fashion,0.6332,1
MSE02146,SNP024,Uttar Pradesh,Food & Beverage,0.6859,1
MSE02148,SNP006,Maharashtra,Handicrafts & Handloom,0.6331,1
MSE02151,SNP004,Delhi,Agriculture,0.7312,1
MSE02157,SNP007,Uttar Pradesh,Fashion,0.7586,1
MSE02158,SNP025,Karnataka,Electronics,0.6665,1
MSE02159,SNP017,Karnataka,Food & Beverage,0.7791,1
MSE02160,SNP007,Rajasthan,Home & Kitchen,0.6298,1
MSE02165,SNP004,Karnataka,Agriculture,0.6712,1
MSE02166,SNP017,Tamil Nadu,Food & Beverage,0.7973,1
MSE02168,SNP007,Andhra Pradesh,Home & Kitchen,0.6588,1
MSE02170,SNP007,Bihar,Fashion,0.7307,1
MSE02172,SNP024,Ladakh,Food & Beverage,0.7271,1
MSE02173,SNP008,Meghalaya,Services,0.649,1
MSE02178,SNP007,Delhi,Fashion,0.7898,1
MSE02182,SNP024,Maharashtra,Food & Beverage,0.7887,1
MSE02183,SNP007,Uttar Pradesh,Fashion,0.8666,1
MSE02184,SNP006,Tamil Nadu,Handicrafts & Handloom,0.6988,1
MSE02185,SNP008,Uttar Pradesh,Services,0.7486,1
MSE02188,SNP007,Maharashtra,Beauty & Personal Care,0.6902,1
MSE02191,SNP024,Delhi,Food & Beverage,0.8064,1
MSE02192,SNP007,Gujarat,Fashion,0.9184,1
MSE02196,SNP007,Maharashtra,Beauty & Personal Care,0.8157,1
MSE02197,SNP017,Karnataka,Food & Beverage,0.8095,1
MSE02199,SNP007,Karnataka,Beauty & Personal Care,0.7598,1
MSE02200,SNP024,Maharashtra,Food & Beverage,0.6812,1
MSE02202,SNP008,Uttar Pradesh,Services,0.7049,1
MSE02206,SNP006,Rajasthan,Handicrafts & Handloom,0.7486,1
MSE02209,SNP024,Uttar Pradesh,Food & Beverage,0.8682,1
MSE02211,SNP020,Maharashtra,Agriculture,0.8672,1
MSE02212,SNP007,Uttar Pradesh,Home & Kitchen,0.6952,1
MSE02214,SNP007,Haryana,Home & Kitchen,0.7081,1
MSE02215,SNP007,Delhi,Beauty & Personal Care,0.7193,1
MSE02216,SNP025,Maharashtra,Electronics,0.7171,1
MSE02217,SNP007,Bihar,Beauty & Personal Care,0.8116,1
MSE02219,SNP007,Tamil Nadu,Home & Kitchen,0.7208,1
MSE02220,SNP024,Uttar Pradesh,Food & Beverage,0.7219,1
MSE02221,SNP004,West Bengal,Agriculture,0.688,1
MSE02226,SNP007,Uttar Pradesh,Home & Kitchen,0.7282,1
MSE02227,SNP006,Maharashtra,Handicrafts & Handloom,0.7518,1
MSE02229,SNP004,Telangana,Food & Beverage,0.6628,1
MSE02230,SNP007,Uttar Pradesh,Fashion,0.9376,1
MSE02231,SNP007,Maharashtra,Fashion,0.7217,1
MSE02233,SNP024,West Bengal,Food & Beverage,0.7065,1
MSE02234,SNP002,Kerala,Electronics,0.6815,1
MSE02237,SNP008,Kerala,Services,0.6295,1
MSE02238,SNP007,Tamil Nadu,Home & Kitchen,0.6836,1
MSE02241,SNP007,Maharashtra,Fashion,0.716,1
MSE02243,SNP007,Jharkhand,Fashion,0.9273,1
MSE02244,SNP006,Madhya Pradesh,Handicrafts & Handloom,0.7092,1
MSE02247,SNP024,Uttar Pradesh,Food & Beverage,0.8729,1
MSE02251,SNP007,Gujarat,Fashion,0.6943,1
MSE02252,SNP008,Madhya Pradesh,Services,0.8594,1
MSE02253,SNP020,Maharashtra,Agriculture,0.7785,1
MSE02260,SNP024,Maharashtra,Food & Beverage,0.6729,1
MSE02262,SNP004,Andhra Pradesh,Agriculture,0.8329,1
MSE02263,SNP006,West Bengal,Handicrafts & Handloom,0.7184,1
MSE02266,SNP007,Uttar Pradesh,Fashion,0.6225,1
MSE02268,SNP024,Delhi,Food & Beverage,0.6605,1
MSE02269,SNP020,Maharashtra,Agriculture,0.6873,1
MSE02271,SNP006,Tamil Nadu,Handicrafts & Handloom,0.845,1
MSE02272,SNP020,Maharashtra,Agriculture,0.6345,1
MSE02274,SNP006,Madhya Pradesh,Handicrafts & Handloom,0.6994,1
MSE02275,SNP007,Punjab,Home & Kitchen,0.8913,1
MSE02276,SNP007,Rajasthan,Fashion,0.7893,1
MSE02280,SNP024,Uttar Pradesh,Food & Beverage,0.664,1
MSE02281,SNP007,Telangana,Fashion,0.7202,1
MSE02285,SNP012,Haryana,Agriculture,0.7945,1
MSE02287,SNP008,Maharashtra,Services,0.6927,1
MSE02290,SNP007,Uttar Pradesh,Home & Kitchen,0.7584,1
MSE02293,SNP004,West Bengal,Agriculture,0.8201,1
MSE02294,SNP004,Odisha,Agriculture,0.6387,1
MSE02300,SNP004,Arunachal Pradesh,Agriculture,0.8759,1
MSE02305,SNP007,Uttar Pradesh,Fashion,0.6963,1
MSE02308,SNP007,Tamil Nadu,Beauty & Personal Care,0.6321,1
MSE02310,SNP007,Tamil Nadu,Fashion,0.6517,1
MSE02311,SNP004,West Bengal,Agriculture,0.8575,1
MSE02312,SNP023,Karnataka,Services,0.8243,1
MSE02316,SNP007,Gujarat,Fashion,0.8976,1
MSE02320,SNP007,Gujarat,Fashion,0.7299,1
MSE02321,SNP006,West Bengal,Handicrafts & Handloom,0.7922,1
MSE02324,SNP008,Uttar Pradesh,Services,0.8096,1
MSE02325,SNP007,Assam,Home & Kitchen,0.6275,1
MSE02327,SNP007,Madhya Pradesh,Fashion,0.6489,1
MSE02328,SNP007,Tamil Nadu,Fashion,0.8372,1
MSE02332,SNP007,Assam,Home & Kitchen,0.7339,1
MSE02334,SNP007,Bihar,Home & Kitchen,0.7909,1
MSE02335,SNP007,Maharashtra,Home & Kitchen,0.7708,1
MSE02336,SNP007,Madhya Pradesh,Home & Kitchen,0.6222,1
MSE02337,SNP012,Uttar Pradesh,Agriculture,0.8749,1
MSE02340,SNP018,Delhi,Handicrafts & Handloom,0.8501,1
MSE02342,SNP024,West Bengal,Food & Beverage,0.8634,1
MSE02343,SNP024,Uttar Pradesh,Food & Beverage,0.9107,1
MSE02346,SNP007,Uttar Pradesh,Home & Kitchen,0.8656,1
MSE02348,SNP007,Ladakh,Home & Kitchen,0.8246,1
MSE02351,SNP002,Chhattisgarh,Electronics,0.8419,1
MSE02353,SNP006,Madhya Pradesh,Handicrafts & Handloom,0.6234,1
MSE02354,SNP024,Maharashtra,Food & Beverage,0.9202,1
MSE02355,SNP002,Tamil Nadu,Electronics,0.661,1
MSE02359,SNP024,Uttar Pradesh,Food & Beverage,0.823,1
MSE02362,SNP008,Andhra Pradesh,Services,0.7876,1
MSE02364,SNP024,Punjab,Food & Beverage,0.7002,1
MSE02368,SNP020,Gujarat,Services,0.6967,1
MSE02370,SNP007,Haryana,Fashion,0.6898,1
MSE02372,SNP008,Madhya Pradesh,Services,0.8198,1
MSE02373,SNP024,Uttar Pradesh,Food & Beverage,0.6568,1
MSE02374,SNP007,Tamil Nadu,Home & Kitchen,0.7223,1
MSE02375,SNP007,Uttar Pradesh,Fashion,0.7528,1
MSE02378,SNP008,Assam,Services,0.7487,1
MSE02384,SNP007,Karnataka,Home & Kitchen,0.8459,1
MSE02385,SNP002,Uttarakhand,Electronics,0.8823,1
MSE02386,SNP007,Tripura,Fashion,0.6334,1
MSE02391,SNP004,Delhi,Agriculture,0.8069,1
MSE02392,SNP006,Maharashtra,Handicrafts & Handloom,0.7741,1
MSE02397,SNP004,Chhattisgarh,Agriculture,0.8129,1
MSE02401,SNP007,Gujarat,Home & Kitchen,0.7841,1
MSE02403,SNP007,Uttar Pradesh,Fashion,0.7951,1
MSE02406,SNP006,Maharashtra,Handicrafts & Handloom,0.7728,1
MSE02407,SNP007,Maharashtra,Fashion,0.7395,1
MSE02410,SNP008,Andhra Pradesh,Services,0.7733,1
MSE02417,SNP002,Gujarat,Electronics,0.8224,1
MSE02419,SNP024,Uttar Pradesh,Food & Beverage,0.7377,1
MSE02420,SNP024,Uttar Pradesh,Food & Beverage,0.9079,1
MSE02421,SNP008,Kerala,Services,0.9363,1
MSE02423,SNP007,Uttar Pradesh,Fashion,0.9254,1
MSE02424,SNP024,Rajasthan,Food & Beverage,0.939,1
MSE02429,SNP007,Kerala,Beauty & Personal Care,0.7902,1
MSE02431,SNP007,Rajasthan,Home & Kitchen,0.6892,1
MSE02432,SNP017,Karnataka,Food & Beverage,0.6594,1
MSE02434,SNP008,Bihar,Services,0.684,1
MSE02435,SNP017,Karnataka,Food & Beverage,0.6544,1
MSE02438,SNP007,Uttar Pradesh,Home & Kitchen,0.724,1
MSE02439,SNP024,West Bengal,Food & Beverage,0.8867,1
MSE02442,SNP024,Maharashtra,Food & Beverage,0.6285,1
MSE02443,SNP024,Uttar Pradesh,Food & Beverage,0.7303,1
MSE02444,SNP023,Telangana,Services,0.8433,1
MSE02449,SNP024,Uttar Pradesh,Food & Beverage,0.6494,1
MSE02450,SNP007,Rajasthan,Home & Kitchen,0.6266,1
MSE02451,SNP007,Uttar Pradesh,Home & Kitchen,0.8469,1
MSE02453,SNP024,Maharashtra,Food & Beverage,0.9009,1
MSE02454,SNP024,Maharashtra,Food & Beverage,0.8467,1
MSE02458,SNP004,Tamil Nadu,Agriculture,0.6389,1
MSE02459,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.9351,1
MSE02462,SNP008,Bihar,Services,0.7558,1
MSE02467,SNP007,Odisha,Home & Kitchen,0.8701,1
MSE02477,SNP024,Punjab,Food & Beverage,0.8444,1
MSE02480,SNP024,Maharashtra,Food & Beverage,0.7605,1
MSE02483,SNP024,Uttarakhand,Food & Beverage,0.6257,1
MSE02484,SNP007,Delhi,Home & Kitchen,0.9129,1
MSE02487,SNP004,Bihar,Agriculture,0.6989,1
MSE02488,SNP024,Bihar,Food & Beverage,0.7007,1
MSE02491,SNP006,Maharashtra,Handicrafts & Handloom,0.8608,1
MSE02494,SNP006,Tamil Nadu,Handicrafts & Handloom,0.8342,1
MSE02496,SNP017,Tamil Nadu,Food & Beverage,0.7259,1
MSE02497,SNP004,Jharkhand,Agriculture,0.8571,1
MSE02499,SNP007,Tamil Nadu,Home & Kitchen,0.7243,1
MSE02500,SNP011,Madhya Pradesh,Agriculture,0.7957,1
MSE02502,SNP007,Tamil Nadu,Beauty & Personal Care,0.8543,1
MSE02506,SNP007,Kerala,Home & Kitchen,0.6928,1
MSE02507,SNP007,Uttar Pradesh,Fashion,0.8538,1
MSE02508,SNP007,Andhra Pradesh,Home & Kitchen,0.7324,1
MSE02517,SNP007,West Bengal,Home & Kitchen,0.8379,1
MSE02518,SNP007,Andhra Pradesh,Home & Kitchen,0.7902,1
MSE02520,SNP007,Karnataka,Fashion,0.6641,1
MSE02521,SNP002,Gujarat,Electronics,0.8858,1
MSE02524,SNP024,Odisha,Food & Beverage,0.8434,1
MSE02525,SNP008,Jharkhand,Services,0.6707,1
MSE02528,SNP024,Uttar Pradesh,Food & Beverage,0.8898,1
MSE02529,SNP012,Uttar Pradesh,Agriculture,0.7538,1
MSE02530,SNP006,Kerala,Handicrafts & Handloom,0.8796,1
MSE02531,SNP023,Karnataka,Services,0.898,1
MSE02532,SNP024,Haryana,Food & Beverage,0.7066,1
MSE02539,SNP007,Chhattisgarh,Fashion,0.864,1
MSE02541,SNP012,Uttar Pradesh,Agriculture,0.781,1
MSE02542,SNP004,Chhattisgarh,Agriculture,0.6647,1
MSE02543,SNP007,Jammu & Kashmir,Home & Kitchen,0.6232,1
MSE02544,SNP024,Maharashtra,Food & Beverage,0.6832,1
MSE02548,SNP007,Telangana,Fashion,0.7436,1
MSE02549,SNP007,Maharashtra,Home & Kitchen,0.8361,1
MSE02550,SNP024,Uttar Pradesh,Food & Beverage,0.876,1
MSE02552,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7904,1
MSE02553,SNP007,Jammu & Kashmir,Fashion,0.7428,1
MSE02554,SNP024,Jharkhand,Food & Beverage,0.9369,1
MSE02560,SNP024,Uttar Pradesh,Food & Beverage,0.7289,1
MSE02561,SNP007,Jharkhand,Beauty & Personal Care,0.7944,1
MSE02562,SNP007,Ladakh,Fashion,0.9254,1
MSE02569,SNP007,Punjab,Home & Kitchen,0.8411,1
MSE02570,SNP011,Madhya Pradesh,Agriculture,0.7259,1
MSE02571,SNP017,Kerala,Food & Beverage,0.7124,1
MSE02572,SNP024,Bihar,Food & Beverage,0.6568,1
MSE02576,SNP004,Jharkhand,Agriculture,0.7607,1
MSE02577,SNP007,Uttar Pradesh,Fashion,0.9119,1
MSE02579,SNP017,Tamil Nadu,Food & Beverage,0.8409,1
MSE02581,SNP007,Delhi,Beauty & Personal Care,0.9292,1
MSE02582,SNP007,Arunachal Pradesh,Beauty & Personal Care,0.92,1
MSE02583,SNP007,Bihar,Fashion,0.7545,1
MSE02586,SNP006,Rajasthan,Handicrafts & Handloom,0.7744,1
MSE02588,SNP007,Assam,Home & Kitchen,0.8664,1
MSE02589,SNP024,Maharashtra,Food & Beverage,0.8644,1
MSE02593,SNP004,Telangana,Food & Beverage,0.8672,1
MSE02596,SNP024,West Bengal,Food & Beverage,0.9004,1
MSE02600,SNP004,Tamil Nadu,Agriculture,0.6913,1
MSE02602,SNP024,West Bengal,Food & Beverage,0.7964,1
MSE02603,SNP007,Maharashtra,Fashion,0.7492,1
MSE02609,SNP025,Uttar Pradesh,Electronics,0.6797,1
MSE02610,SNP002,Himachal Pradesh,Electronics,0.7545,1
MSE02614,SNP007,Uttarakhand,Home & Kitchen,0.6671,1
MSE02616,SNP004,Jammu & Kashmir,Agriculture,0.7139,1
MSE02617,SNP024,Punjab,Food & Beverage,0.7278,1
MSE02618,SNP006,Tamil Nadu,Handicrafts & Handloom,0.6456,1
MSE02619,SNP017,Karnataka,Food & Beverage,0.6405,1
MSE02620,SNP011,Rajasthan,Agriculture,0.7655,1
MSE02625,SNP025,Maharashtra,Electronics,0.879,1
MSE02626,SNP008,Haryana,Services,0.6438,1
MSE02628,SNP007,Madhya Pradesh,Home & Kitchen,0.7838,1
MSE02631,SNP024,Bihar,Food & Beverage,0.7751,1
MSE02632,SNP020,Gujarat,Services,0.8741,1
MSE02633,SNP017,Tamil Nadu,Food & Beverage,0.8779,1
MSE02634,SNP007,Uttar Pradesh,Home & Kitchen,0.9071,1
MSE02639,SNP007,Uttar Pradesh,Home & Kitchen,0.7611,1
MSE02640,SNP007,Maharashtra,Home & Kitchen,0.8935,1
MSE02642,SNP008,Maharashtra,Services,0.8311,1
MSE02646,SNP008,Himachal Pradesh,Services,0.8104,1
MSE02649,SNP024,Gujarat,Food & Beverage,0.7424,1
MSE02650,SNP017,Karnataka,Food & Beverage,0.9147,1
MSE02653,SNP007,Himachal Pradesh,Home & Kitchen,0.7366,1
MSE02654,SNP006,Gujarat,Handicrafts & Handloom,0.8329,1
MSE02656,SNP012,Uttar Pradesh,Agriculture,0.7246,1
MSE02657,SNP004,Telangana,Food & Beverage,0.8478,1
MSE02659,SNP007,Kerala,Home & Kitchen,0.868,1
MSE02660,SNP007,Gujarat,Fashion,0.9341,1
MSE02661,SNP007,Odisha,Home & Kitchen,0.8023,1
MSE02662,SNP002,Gujarat,Electronics,0.6248,1
MSE02664,SNP007,West Bengal,Home & Kitchen,0.7215,1
MSE02667,SNP007,Telangana,Home & Kitchen,0.6793,1
MSE02669,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.8059,1
MSE02670,SNP006,Maharashtra,Handicrafts & Handloom,0.6298,1
MSE02673,SNP004,Andhra Pradesh,Agriculture,0.7992,1
MSE02675,SNP024,Andhra Pradesh,Food & Beverage,0.7844,1
MSE02676,SNP007,Bihar,Home & Kitchen,0.8132,1
MSE02678,SNP007,Punjab,Home & Kitchen,0.7433,1
MSE02679,SNP007,Kerala,Fashion,0.695,1
MSE02681,SNP007,Rajasthan,Beauty & Personal Care,0.7305,1
MSE02682,SNP004,West Bengal,Agriculture,0.905,1
MSE02683,SNP017,Kerala,Food & Beverage,0.7366,1
MSE02685,SNP023,Karnataka,Services,0.6535,1
MSE02686,SNP024,Maharashtra,Food & Beverage,0.7719,1
MSE02690,SNP007,Gujarat,Fashion,0.657,1
MSE02693,SNP007,Maharashtra,Home & Kitchen,0.745,1
MSE02694,SNP008,Bihar,Services,0.6496,1
MSE02696,SNP007,Odisha,Beauty & Personal Care,0.724,1
MSE02699,SNP023,Karnataka,Services,0.6349,1
MSE02701,SNP024,Uttar Pradesh,Food & Beverage,0.9289,1
MSE02702,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7154,1
MSE02705,SNP024,Gujarat,Food & Beverage,0.6243,1
MSE02711,SNP007,Rajasthan,Fashion,0.8314,1
MSE02712,SNP007,Meghalaya,Home & Kitchen,0.8074,1
MSE02715,SNP007,Uttar Pradesh,Home & Kitchen,0.709,1
MSE02718,SNP024,Odisha,Food & Beverage,0.9235,1
MSE02719,SNP006,Madhya Pradesh,Handicrafts & Handloom,0.9398,1
MSE02726,SNP024,West Bengal,Food & Beverage,0.8834,1
MSE02727,SNP002,Goa,Electronics,0.7967,1
MSE02728,SNP006,Jammu & Kashmir,Handicrafts & Handloom,0.6525,1
MSE02729,SNP006,Rajasthan,Handicrafts & Handloom,0.6601,1
MSE02730,SNP007,Jharkhand,Fashion,0.7305,1
MSE02731,SNP024,Uttar Pradesh,Food & Beverage,0.7567,1
MSE02732,SNP008,Jharkhand,Services,0.8895,1
MSE02733,SNP020,Maharashtra,Agriculture,0.8489,1
MSE02738,SNP004,Bihar,Agriculture,0.9198,1
MSE02739,SNP007,Gujarat,Home & Kitchen,0.6561,1
MSE02740,SNP007,Tamil Nadu,Fashion,0.9204,1
MSE02743,SNP007,Tamil Nadu,Fashion,0.8184,1
MSE02747,SNP017,Kerala,Food & Beverage,0.9101,1
MSE02749,SNP004,Telangana,Agriculture,0.8807,1
MSE02751,SNP006,Gujarat,Handicrafts & Handloom,0.882,1
MSE02755,SNP024,Sikkim,Food & Beverage,0.6983,1
MSE02756,SNP024,Rajasthan,Food & Beverage,0.8161,1
MSE02760,SNP004,Meghalaya,Agriculture,0.696,1
MSE02764,SNP007,Uttar Pradesh,Fashion,0.8829,1
MSE02772,SNP007,Rajasthan,Fashion,0.9179,1
MSE02774,SNP012,Uttar Pradesh,Agriculture,0.6705,1
MSE02775,SNP006,Gujarat,Handicrafts & Handloom,0.9372,1
MSE02776,SNP008,Arunachal Pradesh,Services,0.6964,1
MSE02778,SNP024,Madhya Pradesh,Food & Beverage,0.7575,1
MSE02779,SNP007,Gujarat,Home & Kitchen,0.6925,1
MSE02781,SNP024,Gujarat,Food & Beverage,0.6341,1
MSE02782,SNP017,Karnataka,Food & Beverage,0.8894,1
MSE02783,SNP004,Telangana,Agriculture,0.6997,1
MSE02785,SNP017,Tamil Nadu,Food & Beverage,0.7514,1
MSE02787,SNP004,Telangana,Agriculture,0.725,1
MSE02790,SNP007,Uttarakhand,Fashion,0.7808,1
MSE02792,SNP007,Tamil Nadu,Beauty & Personal Care,0.7385,1
MSE02794,SNP008,West Bengal,Services,0.8073,1
MSE02795,SNP024,Odisha,Food & Beverage,0.8365,1
MSE02801,SNP007,Assam,Fashion,0.6242,1
MSE02803,SNP007,Jharkhand,Fashion,0.819,1
MSE02805,SNP006,Tamil Nadu,Handicrafts & Handloom,0.8792,1
MSE02806,SNP007,Gujarat,Fashion,0.7098,1
MSE02807,SNP007,Kerala,Fashion,0.8894,1
MSE02809,SNP008,Uttar Pradesh,Services,0.6606,1
MSE02810,SNP008,Chhattisgarh,Services,0.7507,1
MSE02812,SNP007,Uttar Pradesh,Fashion,0.6951,1
MSE02817,SNP007,Delhi,Fashion,0.8285,1
MSE02819,SNP007,Gujarat,Home & Kitchen,0.691,1
MSE02820,SNP006,Maharashtra,Handicrafts & Handloom,0.8683,1
MSE02822,SNP007,Tamil Nadu,Fashion,0.721,1
MSE02823,SNP006,Telangana,Handicrafts & Handloom,0.8644,1
MSE02827,SNP006,Madhya Pradesh,Handicrafts & Handloom,0.7909,1
MSE02828,SNP024,Maharashtra,Food & Beverage,0.8534,1
MSE02830,SNP007,Uttar Pradesh,Home & Kitchen,0.871,1
MSE02831,SNP007,Maharashtra,Fashion,0.8884,1
MSE02832,SNP007,Bihar,Home & Kitchen,0.8719,1
MSE02834,SNP004,Andhra Pradesh,Agriculture,0.9228,1
MSE02838,SNP007,West Bengal,Home & Kitchen,0.7752,1
MSE02841,SNP008,West Bengal,Services,0.922,1
MSE02842,SNP004,Telangana,Food & Beverage,0.7955,1
MSE02844,SNP024,Uttar Pradesh,Food & Beverage,0.7868,1
MSE02845,SNP007,Uttar Pradesh,Fashion,0.7606,1
MSE02846,SNP007,Maharashtra,Fashion,0.6205,1
MSE02848,SNP004,Telangana,Agriculture,0.6286,1
