product_id,mse_id,state,district,category_l1,category_l2,product_name,description,price,quantity,is_handmade
PROD00894,MSE00373,Kerala,Thrissur,Agriculture,Seeds,Compost,Compost by Thrissur Enterprise 373 in Thrissur.,515.41,1 piece,0
PROD00895,MSE04885,Haryana,Ambala,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Ambala Enterprise 4885 in Ambala.,762.42,1 piece,0
PROD00896,MSE02433,Karnataka,Hubballi,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Hubballi Enterprise 2433 in Hubballi.,2704.01,1 kg,1
PROD00897,MSE02162,Madhya Pradesh,Ujjain,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Ujjain Enterprise 2162 in Ujjain.,1506.26,2 piece,0
PROD00898,MSE00848,Rajasthan,Kota,Services,Digital Services,Digital Marketing,Digital Marketing by Kota Enterprise 848 in Kota.,3233.03,1 kg,0
PROD00899,MSE02755,West Bengal,Siliguri,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Siliguri Enterprise 2755 in Siliguri.,2121.91,250 ml,1
PROD00900,MSE04824,Rajasthan,Bikaner,Agriculture,Seeds,Compost,Compost by Bikaner Enterprise 4824 in Bikaner.,302.14,1 kg,0
PROD00901,MSE01278,Uttar Pradesh,Kanpur Nagar,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Kanpur Nagar Enterprise 1278 in Kanpur Nagar.,331.84,250 ml,0
PROD00902,MSE00927,Tamil Nadu,Tiruppur,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Tiruppur Enterprise 927 in Tiruppur.,2715.12,500 gram,1
PROD00903,MSE02456,Maharashtra,Pune,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Pune Enterprise 2456 in Pune.,419.93,2 piece,1
PROD00904,MSE03058,Kerala,Thiruvananthapuram,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Thiruvananthapuram Enterprise 3058 in Thiruvananthapuram.,3952.39,200 gram,1
PROD00905,MSE00612,Uttar Pradesh,Varanasi,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Varanasi Enterprise 612 in Varanasi.,3139.92,250 ml,0
PROD00906,MSE01351,Rajasthan,Kota,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Kota Enterprise 1351 in Kota.,3829.4,2 piece,1
PROD00907,MSE01307,Kerala,Thrissur,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Thrissur Enterprise 1307 in Thrissur.,1132.93,500 gram,1
PROD00908,MSE01895,Tamil Nadu,Tiruppur,Fashion,Women's Apparel,Silk Stole,Silk Stole by Tiruppur Enterprise 1895 in Tiruppur.,2572.48,500 gram,1
PROD00909,MSE04034,West Bengal,Durgapur,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Durgapur Enterprise 4034 in Durgapur.,999.18,500 gram,0
PROD00910,MSE01814,Haryana,Gurugram,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Gurugram Enterprise 1814 in Gurugram.,2430.27,500 gram,0
PROD00911,MSE03043,West Bengal,Kolkata,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Kolkata Enterprise 3043 in Kolkata.,353.67,250 ml,1
PROD00912,MSE02792,Madhya Pradesh,Gwalior,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Gwalior Enterprise 2792 in Gwalior.,299.23,1 kg,1
PROD00913,MSE01257,West Bengal,Siliguri,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Siliguri Enterprise 1257 in Siliguri.,2580.84,1 kg,1
PROD00914,MSE04811,Maharashtra,Nagpur,Fashion,Women's Apparel,Silk Stole,Silk Stole by Nagpur Enterprise 4811 in Nagpur.,1775.2,200 gram,1
PROD00915,MSE00513,Gujarat,Rajkot,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Rajkot Enterprise 513 in Rajkot.,2232.79,1 kg,0
PROD00916,MSE00196,Haryana,Faridabad,Fashion,Women's Apparel,Silk Stole,Silk Stole by Faridabad Enterprise 196 in Faridabad.,1958.12,200 gram,1
PROD00917,MSE04439,Haryana,Gurugram,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Gurugram Enterprise 4439 in Gurugram.,2147.77,500 gram,1
PROD00918,MSE01397,Gujarat,Surat,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Surat Enterprise 1397 in Surat.,835.37,250 ml,0
PROD00919,MSE02802,Karnataka,Bengaluru Urban,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Bengaluru Urban Enterprise 2802 in Bengaluru Urban.,4009.46,1 piece,1
PROD00920,MSE02914,Maharashtra,Aurangabad,Services,Digital Services,Digital Marketing,Digital Marketing by Aurangabad Enterprise 2914 in Aurangabad.,4879.25,1 piece,0
PROD00921,MSE02790,Uttar Pradesh,Kanpur Nagar,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Kanpur Nagar Enterprise 2790 in Kanpur Nagar.,3892.85,2 piece,1
PROD00922,MSE03845,Karnataka,Mysuru,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Mysuru Enterprise 3845 in Mysuru.,307.73,200 gram,1
PROD00923,MSE04660,Haryana,Panipat,Services,Digital Services,IT Support,IT Support by Panipat Enterprise 4660 in Panipat.,2400.52,200 gram,0
PROD00924,MSE02941,Kerala,Thrissur,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Thrissur Enterprise 2941 in Thrissur.,369.03,200 gram,0
PROD00925,MSE02513,Madhya Pradesh,Indore,Food & Beverage,Packaged Foods,Papad,Papad by Indore Enterprise 2513 in Indore.,255.61,500 gram,1
PROD00926,MSE02179,Haryana,Gurugram,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Gurugram Enterprise 2179 in Gurugram.,1184.14,200 gram,0
PROD00927,MSE01192,Maharashtra,Nashik,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Nashik Enterprise 1192 in Nashik.,1669.84,1 kg,1
PROD00928,MSE01635,West Bengal,Siliguri,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Siliguri Enterprise 1635 in Siliguri.,376.34,500 gram,1
PROD00929,MSE00340,Madhya Pradesh,Indore,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Indore Enterprise 340 in Indore.,2183.2,2 piece,0
PROD00930,MSE00450,Gujarat,Ahmedabad,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Ahmedabad Enterprise 450 in Ahmedabad.,408.68,250 ml,0
PROD00931,MSE00445,Tamil Nadu,Chennai,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Chennai Enterprise 445 in Chennai.,287.64,1 piece,1
PROD00932,MSE00146,Haryana,Faridabad,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Faridabad Enterprise 146 in Faridabad.,350.26,250 ml,1
PROD00933,MSE00172,Haryana,Ambala,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Ambala Enterprise 172 in Ambala.,3288.18,200 gram,0
PROD00934,MSE00473,West Bengal,Asansol,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Asansol Enterprise 473 in Asansol.,560.35,250 ml,0
PROD00935,MSE01329,Gujarat,Vadodara,Food & Beverage,Packaged Foods,Papad,Papad by Vadodara Enterprise 1329 in Vadodara.,312.55,200 gram,1
PROD00936,MSE01943,West Bengal,Howrah,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Howrah Enterprise 1943 in Howrah.,3073.65,250 ml,0
PROD00937,MSE00017,Gujarat,Rajkot,Beauty & Personal Care,Skincare,Essential Oil,Essential Oil by Rajkot Enterprise 17 in Rajkot.,511.17,1 kg,0
PROD00938,MSE03503,Maharashtra,Pune,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Pune Enterprise 3503 in Pune.,583.7,250 ml,0
PROD00939,MSE03805,Uttar Pradesh,Kanpur Nagar,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Kanpur Nagar Enterprise 3805 in Kanpur Nagar.,3302.87,250 ml,0
PROD00940,MSE04958,Tamil Nadu,Chennai,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Chennai Enterprise 4958 in Chennai.,867.35,200 gram,0
PROD00941,MSE04463,Rajasthan,Jodhpur,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Jodhpur Enterprise 4463 in Jodhpur.,1163.54,2 piece,0
PROD00942,MSE04181,Kerala,Kottayam,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Kottayam Enterprise 4181 in Kottayam.,1859.97,500 gram,0
PROD00943,MSE04845,Haryana,Panipat,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Panipat Enterprise 4845 in Panipat.,1102.04,250 ml,1
PROD00944,MSE00724,Haryana,Faridabad,Food & Beverage,Packaged Foods,Papad,Papad by Faridabad Enterprise 724 in Faridabad.,357.69,200 gram,1
PROD00945,MSE02197,Haryana,Faridabad,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Faridabad Enterprise 2197 in Faridabad.,1289.4,2 piece,0
PROD00946,MSE02392,Maharashtra,Nagpur,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Nagpur Enterprise 2392 in Nagpur.,1003.88,500 gram,1
PROD00947,MSE02216,Maharashtra,Nashik,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Nashik Enterprise 2216 in Nashik.,123.58,1 kg,1
PROD00948,MSE02900,Gujarat,Surat,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Surat Enterprise 2900 in Surat.,1059.42,200 gram,0
PROD00949,MSE00259,Karnataka,Mangaluru,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Mangaluru Enterprise 259 in Mangaluru.,299.33,250 ml,1
PROD00950,MSE04420,Gujarat,Bhavnagar,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Bhavnagar Enterprise 4420 in Bhavnagar.,2505.99,250 ml,1
PROD00951,MSE04350,Haryana,Panipat,Services,Digital Services,IT Support,IT Support by Panipat Enterprise 4350 in Panipat.,2491.27,1 piece,0
PROD00952,MSE02335,Kerala,Kozhikode,Services,Digital Services,Digital Marketing,Digital Marketing by Kozhikode Enterprise 2335 in Kozhikode.,3851.98,2 piece,0
PROD00953,MSE03618,Tamil Nadu,Tiruppur,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Tiruppur Enterprise 3618 in Tiruppur.,3896.13,200 gram,1
PROD00954,MSE00931,Gujarat,Surat,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Surat Enterprise 931 in Surat.,3239.62,500 gram,0
PROD00955,MSE04074,Rajasthan,Udaipur,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Udaipur Enterprise 4074 in Udaipur.,631.58,2 piece,0
PROD00956,MSE02157,Kerala,Thiruvananthapuram,Services,Digital Services,Digital Marketing,Digital Marketing by Thiruvananthapuram Enterprise 2157 in Thiruvananthapuram.,3512.72,250 ml,0
PROD00957,MSE03924,Haryana,Ambala,Services,Digital Services,Digital Marketing,Digital Marketing by Ambala Enterprise 3924 in Ambala.,3098.17,1 kg,0
PROD00958,MSE03353,Tamil Nadu,Madurai,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Madurai Enterprise 3353 in Madurai.,326.59,2 piece,1
PROD00959,MSE01973,Maharashtra,Mumbai,Electronics,Mobile & Accessories,LED Bulb,LED Bulb by Mumbai Enterprise 1973 in Mumbai.,2762.91,200 gram,0
PROD00960,MSE02234,Tamil Nadu,Salem,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Salem Enterprise 2234 in Salem.,3013.27,200 gram,0
PROD00961,MSE02666,Kerala,Kozhikode,Fashion,Women's Apparel,Silk Stole,Silk Stole by Kozhikode Enterprise 2666 in Kozhikode.,2733.75,250 ml,1
PROD00962,MSE00085,Maharashtra,Pune,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Pune Enterprise 85 in Pune.,826.49,200 gram,0
PROD00963,MSE00344,Gujarat,Surat,Services,Digital Services,Catalog Design,Catalog Design by Surat Enterprise 344 in Surat.,1211.17,200 gram,0
PROD00964,MSE00618,Haryana,Ambala,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Ambala Enterprise 618 in Ambala.,178.45,2 piece,1
PROD00965,MSE02478,West Bengal,Durgapur,Agriculture,Seeds,Compost,Compost by Durgapur Enterprise 2478 in Durgapur.,944.9,1 piece,0
PROD00966,MSE03350,Rajasthan,Bikaner,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Bikaner Enterprise 3350 in Bikaner.,1493.44,1 kg,0
PROD00967,MSE03085,West Bengal,Howrah,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Howrah Enterprise 3085 in Howrah.,2832.64,1 kg,1
PROD00968,MSE01008,Rajasthan,Udaipur,Food & Beverage,Packaged Foods,Papad,Papad by Udaipur Enterprise 1008 in Udaipur.,111.23,1 kg,1
PROD00969,MSE02072,Uttar Pradesh,Varanasi,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Varanasi Enterprise 2072 in Varanasi.,1771.88,1 piece,1
PROD00970,MSE02552,Karnataka,Belagavi,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Belagavi Enterprise 2552 in Belagavi.,614.4,1 kg,0
PROD00971,MSE03851,Haryana,Gurugram,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Gurugram Enterprise 3851 in Gurugram.,1701.02,1 piece,0
PROD00972,MSE00206,Uttar Pradesh,Moradabad,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Moradabad Enterprise 206 in Moradabad.,3085.59,200 gram,1
PROD00973,MSE04278,Maharashtra,Pune,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Pune Enterprise 4278 in Pune.,7313.46,1 kg,0
PROD00974,MSE03718,Kerala,Ernakulam,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Ernakulam Enterprise 3718 in Ernakulam.,1095.91,200 gram,0
PROD00975,MSE00225,Tamil Nadu,Salem,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Salem Enterprise 225 in Salem.,247.3,1 piece,1
PROD00976,MSE01902,Karnataka,Mangaluru,Services,Digital Services,Catalog Design,Catalog Design by Mangaluru Enterprise 1902 in Mangaluru.,506.99,500 gram,0
PROD00977,MSE03331,Haryana,Faridabad,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Faridabad Enterprise 3331 in Faridabad.,992.03,500 gram,1
PROD00978,MSE02020,Maharashtra,Nagpur,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Nagpur Enterprise 2020 in Nagpur.,376.44,250 ml,0
PROD00979,MSE02954,Haryana,Ambala,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Ambala Enterprise 2954 in Ambala.,200.41,1 piece,0
PROD00980,MSE03327,Gujarat,Surat,Fashion,Women's Apparel,Silk Stole,Silk Stole by Surat Enterprise 3327 in Surat.,2848.47,1 piece,1
PROD00981,MSE04656,Uttar Pradesh,Varanasi,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Varanasi Enterprise 4656 in Varanasi.,1730.68,200 gram,1
PROD00982,MSE04004,Kerala,Kottayam,Services,Digital Services,IT Support,IT Support by Kottayam Enterprise 4004 in Kottayam.,5559.41,1 kg,0
PROD00983,MSE00005,Uttar Pradesh,Agra,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Agra Enterprise 5 in Agra.,822.62,1 kg,0
PROD00984,MSE02743,Maharashtra,Mumbai,Services,Digital Services,IT Support,IT Support by Mumbai Enterprise 2743 in Mumbai.,3067.8,1 kg,0
PROD00985,MSE02104,Madhya Pradesh,Bhopal,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Bhopal Enterprise 2104 in Bhopal.,573.16,250 ml,1
PROD00986,MSE03196,Uttar Pradesh,Varanasi,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Varanasi Enterprise 3196 in Varanasi.,1401.86,2 piece,1
PROD00987,MSE01539,Maharashtra,Pune,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Pune Enterprise 1539 in Pune.,2740.75,250 ml,0
PROD00988,MSE01114,Karnataka,Belagavi,Beauty & Personal Care,Skincare,Natural Soap,Natural Soap by Belagavi Enterprise 1114 in Belagavi.,1649.88,250 ml,0
PROD00989,MSE03022,Maharashtra,Aurangabad,Electronics,Mobile & Accessories,Earphones,Earphones by Aurangabad Enterprise 3022 in Aurangabad.,4128.01,250 ml,0
PROD00990,MSE01408,Rajasthan,Jaipur,Services,Digital Services,IT Support,IT Support by Jaipur Enterprise 1408 in Jaipur.,1281.95,500 gram,0
PROD00991,MSE04875,Uttar Pradesh,Agra,Beauty & Personal Care,Skincare,Ayurvedic Balm,Ayurvedic Balm by Agra Enterprise 4875 in Agra.,1385.39,250 ml,0
PROD00992,MSE04457,Kerala,Ernakulam,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Ernakulam Enterprise 4457 in Ernakulam.,137.12,500 gram,1
PROD00993,MSE04621,Kerala,Thrissur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Thrissur Enterprise 4621 in Thrissur.,134.84,500 gram,1
PROD00994,MSE04001,Kerala,Thiruvananthapuram,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Thiruvananthapuram Enterprise 4001 in Thiruvananthapuram.,192.89,200 gram,1
PROD00995,MSE01609,West Bengal,Howrah,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Howrah Enterprise 1609 in Howrah.,398.23,250 ml,1
PROD00996,MSE03226,Maharashtra,Aurangabad,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Aurangabad Enterprise 3226 in Aurangabad.,1019.67,250 ml,0
PROD00997,MSE04198,Maharashtra,Aurangabad,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Aurangabad Enterprise 4198 in Aurangabad.,1678.19,200 gram,0
PROD00998,MSE03710,Rajasthan,Jaipur,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Jaipur Enterprise 3710 in Jaipur.,2864.63,2 piece,1
PROD00999,MSE03802,West Bengal,Kolkata,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Kolkata Enterprise 3802 in Kolkata.,3371.9,1 piece,0
PROD01000,MSE02155,Haryana,Panipat,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Panipat Enterprise 2155 in Panipat.,185.29,2 piece,1
PROD01001,MSE02286,Gujarat,Vadodara,Food & Beverage,Packaged Foods,Papad,Papad by Vadodara Enterprise 2286 in Vadodara.,388.92,1 piece,1
PROD01002,MSE00857,Karnataka,Belagavi,Food & Beverage,Packaged Foods,Papad,Papad by Belagavi Enterprise 857 in Belagavi.,382.98,250 ml,1
PROD01003,MSE01552,Maharashtra,Aurangabad,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Aurangabad Enterprise 1552 in Aurangabad.,2930.48,1 kg,0
PROD01004,MSE02521,Uttar Pradesh,Kanpur Nagar,Electronics,Mobile & Accessories,Power Adapter,Power Adapter by Kanpur Nagar Enterprise 2521 in Kanpur Nagar.,6117.76,1 piece,0
PROD01005,MSE00313,Uttar Pradesh,Moradabad,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Moradabad Enterprise 313 in Moradabad.,199.09,1 piece,1
PROD01006,MSE02053,West Bengal,Kolkata,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Kolkata Enterprise 2053 in Kolkata.,2099.75,2 piece,1
PROD01007,MSE04462,Haryana,Ambala,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Ambala Enterprise 4462 in Ambala.,1698.45,500 gram,0
PROD01008,MSE03169,Madhya Pradesh,Bhopal,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Bhopal Enterprise 3169 in Bhopal.,422.71,1 piece,1
PROD01009,MSE03238,Gujarat,Rajkot,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Rajkot Enterprise 3238 in Rajkot.,332.73,500 gram,1
PROD01010,MSE00747,Kerala,Thiruvananthapuram,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Thiruvananthapuram Enterprise 747 in Thiruvananthapuram.,2616.19,500 gram,0
PROD01011,MSE02296,Gujarat,Vadodara,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Vadodara Enterprise 2296 in Vadodara.,357.34,2 piece,1
PROD01012,MSE02852,Madhya Pradesh,Indore,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Indore Enterprise 2852 in Indore.,1916.15,1 piece,0
PROD01013,MSE02998,Tamil Nadu,Chennai,Agriculture,Seeds,Compost,Compost by Chennai Enterprise 2998 in Chennai.,679.51,250 ml,0
PROD01014,MSE01149,Madhya Pradesh,Indore,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Indore Enterprise 1149 in Indore.,2836.04,200 gram,0
PROD01015,MSE01132,Uttar Pradesh,Kanpur Nagar,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Kanpur Nagar Enterprise 1132 in Kanpur Nagar.,501.32,1 kg,0
PROD01016,MSE03467,Maharashtra,Aurangabad,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Aurangabad Enterprise 3467 in Aurangabad.,1985.34,200 gram,0
PROD01017,MSE02447,Maharashtra,Pune,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Pune Enterprise 2447 in Pune.,187.2,200 gram,1
PROD01018,MSE04083,Kerala,Thrissur,Services,Digital Services,Web Development,Web Development by Thrissur Enterprise 4083 in Thrissur.,1667.02,250 ml,0
PROD01019,MSE03342,Haryana,Ambala,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Ambala Enterprise 3342 in Ambala.,2018.67,500 gram,0
PROD01020,MSE04787,West Bengal,Durgapur,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Durgapur Enterprise 4787 in Durgapur.,276.09,200 gram,1
PROD01021,MSE00125,Maharashtra,Mumbai,Food & Beverage,Packaged Foods,Papad,Papad by Mumbai Enterprise 125 in Mumbai.,371.48,2 piece,1
PROD01022,MSE02889,Haryana,Faridabad,Agriculture,Seeds,Compost,Compost by Faridabad Enterprise 2889 in Faridabad.,645.27,250 ml,0
PROD01023,MSE03362,Kerala,Kottayam,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Kottayam Enterprise 3362 in Kottayam.,249.84,1 piece,1
PROD01024,MSE04290,Karnataka,Mysuru,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Mysuru Enterprise 4290 in Mysuru.,371.46,250 ml,1
PROD01025,MSE02176,Gujarat,Ahmedabad,Beauty & Personal Care,Skincare,Natural Soap,Natural Soap by Ahmedabad Enterprise 2176 in Ahmedabad.,313.67,500 gram,0
PROD01026,MSE02505,Uttar Pradesh,Agra,Food & Beverage,Packaged Foods,Papad,Papad by Agra Enterprise 2505 in Agra.,343.18,500 gram,1
PROD01027,MSE01504,West Bengal,Howrah,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Howrah Enterprise 1504 in Howrah.,600.37,500 gram,1
PROD01028,MSE04762,Gujarat,Ahmedabad,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Ahmedabad Enterprise 4762 in Ahmedabad.,467.02,200 gram,1
PROD01029,MSE03154,Maharashtra,Nashik,Food & Beverage,Packaged Foods,Papad,Papad by Nashik Enterprise 3154 in Nashik.,419.65,200 gram,1
PROD01030,MSE00185,Madhya Pradesh,Indore,Services,Digital Services,Web Development,Web Development by Indore Enterprise 185 in Indore.,4089.19,1 kg,0
PROD01031,MSE02455,Rajasthan,Bikaner,Food & Beverage,Packaged Foods,Papad,Papad by Bikaner Enterprise 2455 in Bikaner.,366.61,250 ml,1
PROD01032,MSE00362,West Bengal,Durgapur,Fashion,Women's Apparel,Silk Stole,Silk Stole by Durgapur Enterprise 362 in Durgapur.,2828.6,1 kg,1
PROD01033,MSE01748,Kerala,Ernakulam,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Ernakulam Enterprise 1748 in Ernakulam.,3156.7,1 piece,0
PROD01034,MSE01391,Kerala,Thrissur,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Thrissur Enterprise 1391 in Thrissur.,2248.26,2 piece,1
PROD01035,MSE02834,West Bengal,Howrah,Beauty & Personal Care,Skincare,Natural Soap,Natural Soap by Howrah Enterprise 2834 in Howrah.,155.72,1 piece,0
PROD01036,MSE03836,West Bengal,Howrah,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Howrah Enterprise 3836 in Howrah.,339.46,500 gram,1
PROD01037,MSE03343,Karnataka,Mysuru,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Mysuru Enterprise 3343 in Mysuru.,2977.35,1 kg,0
PROD01038,MSE04741,Tamil Nadu,Salem,Services,Digital Services,IT Support,IT Support by Salem Enterprise 4741 in Salem.,654.73,250 ml,0
PROD01039,MSE04994,Madhya Pradesh,Gwalior,Fashion,Women's Apparel,Silk Stole,Silk Stole by Gwalior Enterprise 4994 in Gwalior.,735.17,2 piece,1
PROD01040,MSE03461,Madhya Pradesh,Ujjain,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Ujjain Enterprise 3461 in Ujjain.,292.74,500 gram,0
PROD01041,MSE02025,Kerala,Thrissur,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Thrissur Enterprise 2025 in Thrissur.,6427.35,1 kg,0
PROD01042,MSE02526,Madhya Pradesh,Jabalpur,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Jabalpur Enterprise 2526 in Jabalpur.,3148.81,1 piece,1
PROD01043,MSE01384,Rajasthan,Udaipur,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Udaipur Enterprise 1384 in Udaipur.,366.53,1 piece,1
PROD01044,MSE04629,Gujarat,Ahmedabad,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Ahmedabad Enterprise 4629 in Ahmedabad.,4414.49,200 gram,1
PROD01045,MSE02201,Kerala,Thrissur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Thrissur Enterprise 2201 in Thrissur.,402.28,1 kg,1
PROD01046,MSE04383,Maharashtra,Nagpur,Services,Digital Services,IT Support,IT Support by Nagpur Enterprise 4383 in Nagpur.,2990.45,2 piece,0
PROD01047,MSE03538,Maharashtra,Nashik,Electronics,Mobile & Accessories,Power Adapter,Power Adapter by Nashik Enterprise 3538 in Nashik.,4726.36,200 gram,0
PROD01048,MSE00995,Maharashtra,Nashik,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Nashik Enterprise 995 in Nashik.,399.4,1 kg,1
PROD01049,MSE03146,Rajasthan,Udaipur,Services,Digital Services,Catalog Design,Catalog Design by Udaipur Enterprise 3146 in Udaipur.,3317.14,1 piece,0
PROD01050,MSE03695,Rajasthan,Udaipur,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Udaipur Enterprise 3695 in Udaipur.,1213.09,500 gram,1
PROD01051,MSE02089,Uttar Pradesh,Varanasi,Fashion,Women's Apparel,Silk Stole,Silk Stole by Varanasi Enterprise 2089 in Varanasi.,502.58,2 piece,1
