mse_id,udyam_number,enterprise_name,owner_name,owner_gender,is_women_owned,enterprise_type,major_activity,state,district,tier,social_category,nic_2digit,nic_5digit,nic_description,sector,category_l1,language_preference,turnover_lakh,investment_lakh,products_services,registration_month,registered,catalog_created,snp_matched,live,first_order
MSE02979,UDYAM-UP-03-0002979,Varanasi Enterprise 2979,Owner 2979,Female,1,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,Minority,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,73.79,9.34,Kitchen Organizer|Storage Rack,1,1,1,1,1,1
MSE02980,UDYAM-OD-01-0002980,Khordha Enterprise 2980,Owner 2980,Female,1,Micro,Manufacturing,Odisha,Khordha,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,or,50.78,16.75,Ready-to-Eat Snacks,4,1,1,1,0,0
MSE02981,UDYAM-KL-02-0002981,Kozhikode Enterprise 2981,Owner 2981,Female,1,Micro,Manufacturing,Kerala,Kozhikode,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ml,60.26,44.38,Mango Pickle|Papad,4,1,1,1,1,0
MSE02982,UDYAM-JH-03-0002982,Jamshedpur Enterprise 2982,Owner 2982,Male,0,Micro,Manufacturing,Jharkhand,Jamshedpur,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,70.52,8.28,Kurta Fabric,6,1,1,1,1,1
MSE02983,UDYAM-WB-01-0002983,Kolkata Enterprise 2983,Owner 2983,Female,1,Small,Manufacturing,West Bengal,Kolkata,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,231.03,65.9,Decorative Shelf,3,1,1,1,0,0
MSE02984,UDYAM-MP-02-0002984,Bhopal Enterprise 2984,Owner 2984,Male,0,Micro,Manufacturing,Madhya Pradesh,Bhopal,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,37.85,44.27,Papad,2,1,1,1,0,0
MSE02985,UDYAM-WB-03-0002985,Siliguri Enterprise 2985,Owner 2985,Male,0,Micro,Manufacturing,West Bengal,Siliguri,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,bn,67.53,44.71,Ready-to-Eat Snacks|Masala Mix|Papad,5,1,1,1,0,0
MSE02986,UDYAM-BR-02-0002986,Gaya Enterprise 2986,Owner 2986,Female,1,Small,Manufacturing,Bihar,Gaya,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,147.9,270.13,Mango Pickle,4,1,1,1,1,1
MSE02987,UDYAM-JK-01-0002987,Srinagar Enterprise 2987,Owner 2987,Female,1,Micro,Manufacturing,Jammu & Kashmir,Srinagar,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,63.39,45.68,Mango Pickle|Papad,2,1,1,1,0,0
MSE02988,UDYAM-DL-02-0002988,North West Delhi Enterprise 2988,Owner 2988,Male,0,Micro,Manufacturing,Delhi,North West Delhi,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,en,74.2,7.85,Wooden Chair|Decorative Shelf,3,1,1,1,0,0
MSE02989,UDYAM-MH-03-0002989,Nagpur Enterprise 2989,Owner 2989,Male,0,Small,Manufacturing,Maharashtra,Nagpur,2,Minority,01,01300,Crop and animal production,agriculture,Agriculture,mr,893.71,88.79,Compost|Vegetable Seeds,2,1,1,1,1,0
MSE02990,UDYAM-AS-03-0002990,Silchar Enterprise 2990,Owner 2990,Female,1,Micro,Manufacturing,Assam,Silchar,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,as,64.88,34.42,Decorative Shelf|Wooden Chair,6,1,0,0,0,0
MSE02991,UDYAM-MP-02-0002991,Bhopal Enterprise 2991,Owner 2991,Female,1,Micro,Manufacturing,Madhya Pradesh,Bhopal,2,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,89.53,27.97,Papad,5,1,1,1,0,0
MSE02992,UDYAM-RJ-01-0002992,Jaipur Enterprise 2992,Owner 2992,Other,0,Micro,Manufacturing,Rajasthan,Jaipur,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,52.26,32.83,Wooden Chair,6,1,1,1,1,1
MSE02993,UDYAM-RJ-01-0002993,Jaipur Enterprise 2993,Owner 2993,Male,0,Micro,Manufacturing,Rajasthan,Jaipur,1,General,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,28.5,16.73,Essential Oil,2,1,1,1,0,0
MSE02994,UDYAM-MH-03-0002994,Nagpur Enterprise 2994,Owner 2994,Female,1,Micro,Manufacturing,Maharashtra,Nagpur,2,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,89.65,28.7,Terracotta Pot|Papier-mache Decor,4,1,1,1,0,0
MSE02995,UDYAM-MH-03-0002995,Nagpur Enterprise 2995,Owner 2995,Male,0,Micro,Manufacturing,Maharashtra,Nagpur,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,58.46,2.77,Ready-to-Eat Snacks,3,1,1,1,0,0
MSE02996,UDYAM-DL-02-0002996,North West Delhi Enterprise 2996,Owner 2996,Male,0,Micro,Manufacturing,Delhi,North West Delhi,3,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,53.23,28.89,Kurta Fabric|Handloom Dupatta|Silk Stole,6,1,1,1,1,1
MSE02997,UDYAM-RJ-01-0002997,Jaipur Enterprise 2997,Owner 2997,Female,1,Micro,Manufacturing,Rajasthan,Jaipur,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,26.59,8.46,Masala Mix,2,1,1,1,1,1
MSE02998,UDYAM-WB-01-0002998,Kolkata Enterprise 2998,Owner 2998,Male,0,Micro,Manufacturing,West Bengal,Kolkata,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,55.78,38.49,Kitchen Organizer|Decorative Shelf,6,1,1,1,1,1
MSE02999,UDYAM-AP-02-0002999,Vijayawada Enterprise 2999,Owner 2999,Female,1,Micro,Manufacturing,Andhra Pradesh,Vijayawada,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,25.83,25.53,Masala Mix|Papad,4,1,1,1,1,0
MSE03000,UDYAM-RJ-01-0003000,Jaipur Enterprise 3000,Owner 3000,Female,1,Micro,Manufacturing,Rajasthan,Jaipur,1,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,37.77,2.71,Cotton Saree|Kurta Fabric,2,1,1,1,0,0
MSE03001,UDYAM-OD-01-0003001,Khordha Enterprise 3001,Owner 3001,Female,1,Small,Services,Odisha,Khordha,3,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,or,293.33,74.94,Digital Marketing|Web Development|IT Support,6,1,1,1,1,1
MSE03002,UDYAM-TN-03-0003002,Madurai Enterprise 3002,Owner 3002,Male,0,Micro,Manufacturing,Tamil Nadu,Madurai,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,70.86,16.89,Masala Mix|Mango Pickle,3,1,1,1,0,0
MSE03003,UDYAM-RJ-01-0003003,Jaipur Enterprise 3003,Owner 3003,Male,0,Micro,Manufacturing,Rajasthan,Jaipur,1,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,56.11,35.89,Terracotta Pot|Papier-mache Decor|Brass Lamp,3,1,1,0,0,0
MSE03004,UDYAM-AS-02-0003004,Dibrugarh Enterprise 3004,Owner 3004,Female,1,Micro,Manufacturing,Assam,Dibrugarh,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,as,63.82,40.63,Kitchen Organizer|Decorative Shelf,2,1,1,1,1,1
MSE03005,UDYAM-MH-01-0003005,Mumbai Enterprise 3005,Owner 3005,Other,0,Small,Manufacturing,Maharashtra,Mumbai,1,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,mr,209.77,54.03,Handloom Dupatta|Kurta Fabric|Silk Stole,5,1,1,1,0,0
MSE03006,UDYAM-MH-02-0003006,Pune Enterprise 3006,Owner 3006,Female,1,Micro,Services,Maharashtra,Pune,1,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,mr,68.79,26.78,Web Development|Catalog Design|Digital Marketing,5,1,1,0,0,0
MSE03007,UDYAM-WB-03-0003007,Siliguri Enterprise 3007,Owner 3007,Male,0,Micro,Manufacturing,West Bengal,Siliguri,3,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,31.57,9.09,Wooden Chair|Decorative Shelf|Storage Rack,1,1,1,0,0,0
MSE03008,UDYAM-BR-01-0003008,Patna Enterprise 3008,Owner 3008,Other,0,Micro,Manufacturing,Bihar,Patna,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,67.4,43.43,Ready-to-Eat Snacks,5,1,1,0,0,0
MSE03009,UDYAM-AS-02-0003009,Dibrugarh Enterprise 3009,Owner 3009,Other,0,Micro,Manufacturing,Assam,Dibrugarh,3,General,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,60.01,43.74,Essential Oil|Ayurvedic Balm,3,1,1,0,0,0
MSE03010,UDYAM-RJ-01-0003010,Jaipur Enterprise 3010,Owner 3010,Female,1,Micro,Manufacturing,Rajasthan,Jaipur,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,43.84,17.48,Wooden Chair|Kitchen Organizer,3,1,1,1,1,0
MSE03011,UDYAM-RJ-03-0003011,Udaipur Enterprise 3011,Owner 3011,Male,0,Micro,Manufacturing,Rajasthan,Udaipur,3,ST,01,01300,Crop and animal production,agriculture,Agriculture,hi,61.55,3.33,Organic Fertilizer,5,1,1,1,0,0
MSE03012,UDYAM-BR-02-0003012,Gaya Enterprise 3012,Owner 3012,Female,1,Micro,Manufacturing,Bihar,Gaya,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,11.94,39.36,Decorative Shelf,5,1,1,1,1,1
MSE03013,UDYAM-MH-02-0003013,Pune Enterprise 3013,Owner 3013,Female,1,Micro,Manufacturing,Maharashtra,Pune,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,37.18,14.73,Masala Mix|Papad,5,1,1,1,1,0
MSE03014,UDYAM-TS-01-0003014,Hyderabad Enterprise 3014,Owner 3014,Female,1,Small,Manufacturing,Telangana,Hyderabad,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,te,525.03,129.37,Decorative Shelf|Wooden Chair,4,1,1,1,1,0
MSE03015,UDYAM-MH-03-0003015,Nagpur Enterprise 3015,Owner 3015,Other,0,Micro,Manufacturing,Maharashtra,Nagpur,2,OBC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,en,57.83,47.71,Herbal Face Pack|Natural Soap|Ayurvedic Balm,3,1,1,1,1,1
MSE03016,UDYAM-TN-03-0003016,Madurai Enterprise 3016,Owner 3016,Female,1,Micro,Manufacturing,Tamil Nadu,Madurai,2,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,9.99,32.26,Ready-to-Eat Snacks|Mango Pickle,3,1,0,0,0,0
MSE03017,UDYAM-MH-02-0003017,Pune Enterprise 3017,Owner 3017,Male,0,Small,Manufacturing,Maharashtra,Pune,1,ST,26,26101,Manufacture of electronic components,electronics,Electronics,mr,538.75,237.48,Power Adapter,6,1,1,0,0,0
MSE03018,UDYAM-TN-01-0003018,Chennai Enterprise 3018,Owner 3018,Female,1,Small,Manufacturing,Tamil Nadu,Chennai,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ta,713.66,359.48,Cotton Saree|Kurta Fabric|Silk Stole,3,1,1,1,0,0
MSE03019,UDYAM-TN-01-0003019,Chennai Enterprise 3019,Owner 3019,Female,1,Micro,Manufacturing,Tamil Nadu,Chennai,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,79.14,41.24,Kurta Fabric,2,1,0,0,0,0
MSE03020,UDYAM-PY-02-0003020,Karaikal Enterprise 3020,Owner 3020,Male,0,Micro,Manufacturing,Puducherry,Karaikal,3,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,ta,74.32,9.15,Brass Lamp|Papier-mache Decor|Wooden Craft,4,1,1,1,1,1
MSE03021,UDYAM-UP-01-0003021,Lucknow Enterprise 3021,Owner 3021,Female,1,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,29.83,39.2,Decorative Shelf,2,1,1,0,0,0
MSE03022,UDYAM-MP-01-0003022,Indore Enterprise 3022,Owner 3022,Female,1,Micro,Manufacturing,Madhya Pradesh,Indore,1,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,30.96,31.54,Cotton Saree|Handloom Dupatta|Kurta Fabric,6,1,0,0,0,0
MSE03023,UDYAM-MH-02-0003023,Pune Enterprise 3023,Owner 3023,Female,1,Small,Manufacturing,Maharashtra,Pune,1,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,676.17,281.6,Ready-to-Eat Snacks,4,1,0,0,0,0
MSE03024,UDYAM-MP-01-0003024,Indore Enterprise 3024,Owner 3024,Female,1,Small,Manufacturing,Madhya Pradesh,Indore,1,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,684.9,299.12,Compost|Organic Fertilizer,6,1,1,1,0,0
MSE03025,UDYAM-UP-03-0003025,Varanasi Enterprise 3025,Owner 3025,Female,1,Micro,Services,Uttar Pradesh,Varanasi,3,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,15.57,14.0,Web Development,1,1,1,0,0,0
MSE03026,UDYAM-DL-03-0003026,South East Delhi Enterprise 3026,Owner 3026,Female,1,Micro,Manufacturing,Delhi,South East Delhi,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,76.92,40.21,Wooden Chair,4,1,1,1,0,0
MSE03027,UDYAM-MH-02-0003027,Pune Enterprise 3027,Owner 3027,Male,0,Small,Manufacturing,Maharashtra,Pune,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,mr,675.18,131.47,Masala Mix,6,1,1,1,1,0
MSE03028,UDYAM-TS-03-0003028,Nizamabad Enterprise 3028,Owner 3028,Male,0,Micro,Manufacturing,Telangana,Nizamabad,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,te,59.53,46.77,Masala Mix|Mango Pickle,3,1,1,1,1,0
MSE03029,UDYAM-TS-03-0003029,Nizamabad Enterprise 3029,Owner 3029,Other,0,Micro,Manufacturing,Telangana,Nizamabad,3,General,01,01300,Crop and animal production,agriculture,Agriculture,en,61.02,42.55,Herbal Saplings,4,1,1,1,0,0
MSE03030,UDYAM-KL-02-0003030,Kozhikode Enterprise 3030,Owner 3030,Male,0,Micro,Manufacturing,Kerala,Kozhikode,2,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ml,38.31,29.51,Silk Stole,4,1,0,0,0,0
MSE03031,UDYAM-WB-03-0003031,Siliguri Enterprise 3031,Owner 3031,Other,0,Micro,Manufacturing,West Bengal,Siliguri,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,45.47,10.87,Cotton Saree|Handloom Dupatta,3,1,1,1,1,0
MSE03032,UDYAM-MH-02-0003032,Pune Enterprise 3032,Owner 3032,Female,1,Small,Manufacturing,Maharashtra,Pune,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,mr,692.32,56.31,Handloom Dupatta,5,1,1,1,1,0
MSE03033,UDYAM-TS-03-0003033,Nizamabad Enterprise 3033,Owner 3033,Female,1,Micro,Manufacturing,Telangana,Nizamabad,3,OBC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,en,85.15,34.37,Herbal Face Pack,4,1,1,1,1,0
MSE03034,UDYAM-UP-02-0003034,Kanpur Nagar Enterprise 3034,Owner 3034,Male,0,Small,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,631.99,245.39,Organic Fertilizer|Compost,1,1,1,1,0,0
MSE03035,UDYAM-AS-01-0003035,Kamrup Metro Enterprise 3035,Owner 3035,Female,1,Micro,Services,Assam,Kamrup Metro,3,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,as,36.59,16.63,IT Support|Digital Marketing,6,1,1,1,1,1
MSE03036,UDYAM-WB-01-0003036,Kolkata Enterprise 3036,Owner 3036,Male,0,Micro,Manufacturing,West Bengal,Kolkata,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,bn,64.57,16.68,Mango Pickle,6,1,0,0,0,0
MSE03037,UDYAM-TN-01-0003037,Chennai Enterprise 3037,Owner 3037,Female,1,Micro,Manufacturing,Tamil Nadu,Chennai,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,76.15,4.97,Mango Pickle|Ready-to-Eat Snacks,6,1,1,1,1,1
MSE03038,UDYAM-KA-02-0003038,Mysuru Enterprise 3038,Owner 3038,Other,0,Micro,Manufacturing,Karnataka,Mysuru,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,kn,78.1,45.63,Handloom Dupatta|Kurta Fabric|Silk Stole,1,1,1,0,0,0
MSE03039,UDYAM-UK-01-0003039,Dehradun Enterprise 3039,Owner 3039,Male,0,Micro,Manufacturing,Uttarakhand,Dehradun,2,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,49.64,22.18,Mango Pickle,4,1,1,1,0,0
MSE03040,UDYAM-RJ-01-0003040,Jaipur Enterprise 3040,Owner 3040,Other,0,Micro,Manufacturing,Rajasthan,Jaipur,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,70.61,37.0,Decorative Shelf,5,1,1,1,1,0
MSE03041,UDYAM-TS-03-0003041,Nizamabad Enterprise 3041,Owner 3041,Male,0,Micro,Manufacturing,Telangana,Nizamabad,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,te,94.4,28.19,Kitchen Organizer|Storage Rack,5,1,1,1,1,1
MSE03042,UDYAM-KL-02-0003042,Kozhikode Enterprise 3042,Owner 3042,Male,0,Micro,Manufacturing,Kerala,Kozhikode,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ml,84.37,32.55,Kurta Fabric,5,1,1,1,1,0
MSE03043,UDYAM-KA-03-0003043,Belagavi Enterprise 3043,Owner 3043,Female,1,Micro,Manufacturing,Karnataka,Belagavi,3,General,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,kn,33.87,27.66,Essential Oil|Ayurvedic Balm|Herbal Face Pack,4,1,1,1,1,1
MSE03044,UDYAM-AP-03-0003044,Tirupati Enterprise 3044,Owner 3044,Male,0,Micro,Manufacturing,Andhra Pradesh,Tirupati,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,49.81,4.54,Masala Mix|Mango Pickle,2,1,0,0,0,0
MSE03045,UDYAM-TN-03-0003045,Madurai Enterprise 3045,Owner 3045,Male,0,Small,Manufacturing,Tamil Nadu,Madurai,2,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,136.09,310.87,Storage Rack|Decorative Shelf,5,1,1,1,1,1
MSE03046,UDYAM-MP-02-0003046,Bhopal Enterprise 3046,Owner 3046,Male,0,Small,Manufacturing,Madhya Pradesh,Bhopal,2,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,399.25,72.59,Wooden Craft|Brass Lamp,4,1,1,1,1,0
MSE03047,UDYAM-RJ-03-0003047,Udaipur Enterprise 3047,Owner 3047,Male,0,Small,Manufacturing,Rajasthan,Udaipur,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,417.75,115.61,Decorative Shelf|Wooden Chair,3,1,1,1,0,0
MSE03048,UDYAM-TN-03-0003048,Madurai Enterprise 3048,Owner 3048,Female,1,Small,Manufacturing,Tamil Nadu,Madurai,2,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,762.11,343.89,Cotton Saree|Kurta Fabric,2,1,1,1,0,0
MSE03049,UDYAM-TN-02-0003049,Coimbatore Enterprise 3049,Owner 3049,Other,0,Micro,Manufacturing,Tamil Nadu,Coimbatore,1,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,34.41,5.15,Silk Stole|Kurta Fabric|Cotton Saree,4,1,1,1,1,0
MSE03050,UDYAM-AP-01-0003050,Visakhapatnam Enterprise 3050,Owner 3050,Female,1,Small,Manufacturing,Andhra Pradesh,Visakhapatnam,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,753.88,339.49,Wooden Chair|Kitchen Organizer,4,1,1,1,1,1
MSE03051,UDYAM-KA-01-0003051,Bengaluru Urban Enterprise 3051,Owner 3051,Female,1,Micro,Manufacturing,Karnataka,Bengaluru Urban,1,Minority,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,41.77,9.73,Cotton Saree|Handloom Dupatta|Kurta Fabric,6,1,1,1,1,0
MSE03052,UDYAM-UP-02-0003052,Kanpur Nagar Enterprise 3052,Owner 3052,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,78.23,23.65,Handloom Dupatta,5,1,1,1,1,0
MSE03053,UDYAM-RJ-01-0003053,Jaipur Enterprise 3053,Owner 3053,Female,1,Micro,Manufacturing,Rajasthan,Jaipur,1,OBC,26,26101,Manufacture of electronic components,electronics,Electronics,hi,26.16,18.87,Mobile Charger|Power Adapter,4,1,1,1,0,0
MSE03054,UDYAM-KA-02-0003054,Mysuru Enterprise 3054,Owner 3054,Male,0,Small,Services,Karnataka,Mysuru,2,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,kn,331.39,149.57,Web Development|Digital Marketing|IT Support,1,1,1,0,0,0
MSE03055,UDYAM-AP-03-0003055,Tirupati Enterprise 3055,Owner 3055,Female,1,Micro,Manufacturing,Andhra Pradesh,Tirupati,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,te,10.5,32.04,Papad|Ready-to-Eat Snacks|Masala Mix,1,1,1,0,0,0
MSE03056,UDYAM-PB-03-0003056,Jalandhar Enterprise 3056,Owner 3056,Male,0,Micro,Manufacturing,Punjab,Jalandhar,3,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,24.38,46.69,Decorative Shelf|Wooden Chair|Kitchen Organizer,4,1,0,0,0,0
MSE03057,UDYAM-UP-02-0003057,Kanpur Nagar Enterprise 3057,Owner 3057,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,ST,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,11.15,30.47,Natural Soap|Herbal Face Pack|Ayurvedic Balm,4,1,0,0,0,0
MSE03058,UDYAM-AN-03-0003058,Nicobar Enterprise 3058,Owner 3058,Other,0,Small,Manufacturing,Andaman & Nicobar,Nicobar,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,177.39,267.16,Handloom Dupatta|Silk Stole|Kurta Fabric,4,1,1,0,0,0
MSE03059,UDYAM-MH-03-0003059,Nagpur Enterprise 3059,Owner 3059,Male,0,Micro,Manufacturing,Maharashtra,Nagpur,2,Minority,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,69.64,19.12,Papier-mache Decor,5,1,1,1,1,0
MSE03060,UDYAM-WB-02-0003060,Howrah Enterprise 3060,Owner 3060,Female,1,Micro,Services,West Bengal,Howrah,2,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,83.31,39.51,Digital Marketing|Web Development,4,1,1,1,0,0
MSE03061,UDYAM-WB-03-0003061,Siliguri Enterprise 3061,Owner 3061,Male,0,Micro,Manufacturing,West Bengal,Siliguri,3,Minority,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,bn,87.24,9.51,Handloom Dupatta|Silk Stole,5,1,1,1,1,1
MSE03062,UDYAM-UP-03-0003062,Varanasi Enterprise 3062,Owner 3062,Other,0,Small,Manufacturing,Uttar Pradesh,Varanasi,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,367.24,73.27,Masala Mix,6,1,1,1,1,0
MSE03063,UDYAM-TN-03-0003063,Madurai Enterprise 3063,Owner 3063,Female,1,Micro,Manufacturing,Tamil Nadu,Madurai,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,51.13,47.59,Mango Pickle|Ready-to-Eat Snacks|Masala Mix,1,1,0,0,0,0
MSE03064,UDYAM-WB-01-0003064,Kolkata Enterprise 3064,Owner 3064,Male,0,Small,Manufacturing,West Bengal,Kolkata,1,General,26,26101,Manufacture of electronic components,electronics,Electronics,hi,851.62,50.95,Earphones,3,1,1,0,0,0
MSE03065,UDYAM-TN-01-0003065,Chennai Enterprise 3065,Owner 3065,Other,0,Small,Services,Tamil Nadu,Chennai,1,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,en,494.19,198.2,Web Development,6,1,1,1,1,0
MSE03066,UDYAM-MH-01-0003066,Mumbai Enterprise 3066,Owner 3066,Female,1,Micro,Manufacturing,Maharashtra,Mumbai,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,16.83,32.26,Wooden Chair,6,1,1,1,1,0
MSE03067,UDYAM-MH-01-0003067,Mumbai Enterprise 3067,Owner 3067,Female,1,Small,Manufacturing,Maharashtra,Mumbai,1,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,924.85,333.58,Terracotta Pot,6,1,1,1,1,1
MSE03068,UDYAM-AR-03-0003068,Pasighat Enterprise 3068,Owner 3068,Female,1,Small,Manufacturing,Arunachal Pradesh,Pasighat,3,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,968.78,116.84,Wooden Craft,5,1,0,0,0,0
MSE03069,UDYAM-RJ-01-0003069,Jaipur Enterprise 3069,Owner 3069,Male,0,Micro,Manufacturing,Rajasthan,Jaipur,1,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,61.86,36.51,Kitchen Organizer|Decorative Shelf|Wooden Chair,5,1,1,1,0,0
MSE03070,UDYAM-MH-02-0003070,Pune Enterprise 3070,Owner 3070,Female,1,Micro,Manufacturing,Maharashtra,Pune,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,17.4,19.35,Handloom Dupatta|Cotton Saree|Silk Stole,2,1,0,0,0,0
MSE03071,UDYAM-AP-02-0003071,Vijayawada Enterprise 3071,Owner 3071,Other,0,Small,Manufacturing,Andhra Pradesh,Vijayawada,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,te,971.43,235.16,Kurta Fabric,2,1,1,1,1,0
MSE03072,UDYAM-TN-01-0003072,Chennai Enterprise 3072,Owner 3072,Female,1,Small,Manufacturing,Tamil Nadu,Chennai,1,Minority,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ta,964.63,230.43,Cotton Saree|Handloom Dupatta|Kurta Fabric,2,1,1,1,1,1
MSE03073,UDYAM-UP-03-0003073,Varanasi Enterprise 3073,Owner 3073,Female,1,Small,Manufacturing,Uttar Pradesh,Varanasi,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,419.62,320.5,Decorative Shelf|Kitchen Organizer|Wooden Chair,4,1,0,0,0,0
